,City,Country,Date,Lat,Lng,Cloudiness %,Humidity %,Max temp (F),Wind speed (mph)
75,Sola,VU,1659222835,-13.8833,167.55,94,75,79.83,8.19
76,Butaritari,KI,1659222835,3.0707,172.7902,99,72,81.28,16.04
77,Yangi Marg`ilon,UZ,1659222835,40.4272,71.7189,100,30,83.12,9.22
78,Mil'kovo,RU,1659222836,54.7167,158.6167,100,93,53.46,6.62
79,Westport,US,1659222649,41.1415,-73.3579,0,50,87.1,8.05
80,Chara,RU,1659222836,56.9064,118.2631,100,74,64.8,3.09
81,Lisala,CD,1659222837,2.15,21.5167,99,94,70.38,1.63
82,Aklavik,CA,1659222837,68.2191,-135.0107,99,66,51.4,9.24
83,Lamballe,FR,1659222837,48.4676,-2.5144,8,86,64.51,3.0
84,Rundu,NA,1659222838,-17.9333,19.7667,6,29,58.68,5.12
85,Matão,BR,1659222795,-21.6033,-48.3658,0,27,61.63,5.55
86,Skellefteå,SE,1659222838,64.7507,20.9528,51,100,53.96,4.61
87,Souillac,MU,1659222838,-20.5167,57.5167,40,73,70.18,17.27
88,Mayo,US,1659222839,38.8876,-76.5119,0,57,88.12,5.75
89,Port Alfred,ZA,1659222839,-33.5906,26.891,73,70,55.27,15.64
90,Sambava,MG,1659222839,-14.2667,50.1667,64,88,68.77,9.4
91,Tura,IN,1659222840,25.5198,90.2201,100,98,74.03,5.84
92,Qaqortoq,GL,1659222840,60.7167,-46.0333,18,90,44.26,4.27
93,Kaitangata,NZ,1659222840,-46.2817,169.8464,89,88,41.95,11.21
94,Bluff,NZ,1659222841,-46.6,168.3333,92,77,47.25,15.73
95,Castro,BR,1659222841,-24.7911,-50.0119,4,68,48.58,3.2
96,Båtsfjord,NO,1659222842,70.6345,29.7185,100,100,49.93,8.05
97,East London,ZA,1659222842,-33.0153,27.9116,100,60,58.86,13.82
98,Athabasca,CA,1659222842,54.7169,-113.2854,15,42,76.89,10.33
99,Laguna,US,1659222843,38.421,-121.4238,0,41,99.32,9.22
100,Ol'ga,RU,1659222843,43.7444,135.2892,54,75,81.05,2.66
101,San Cristobal,VE,1659222844,7.7669,-72.225,81,76,72.46,3.83
102,São Filipe,CV,1659222844,14.8961,-24.4956,93,78,77.7,7.7
103,‘Ewa Beach,US,1659222845,21.3156,-158.0072,75,56,87.75,16.11
104,Taunsa,PK,1659222845,30.7048,70.6505,100,57,84.74,4.99
105,Fairbanks,US,1659222558,64.8378,-147.7164,75,39,76.6,3.44
106,Mathbaria,BD,1659222846,22.2876,89.9593,100,87,81.1,5.68
107,Bambous Virieux,MU,1659222846,-20.3428,57.7575,40,73,71.22,17.27
108,Sayyan,YE,1659222846,15.1718,44.3244,94,64,63.55,5.28
109,Lubao,PH,1659222847,14.9167,120.55,99,87,79.61,2.73
110,Mehamn,NO,1659222847,71.0357,27.8492,100,93,49.95,8.05
111,Margate,GB,1659222848,51.3813,1.3862,99,81,67.87,1.99
112,Katherine,AU,1659222848,-14.4667,132.2667,7,63,61.12,5.75
113,Kualakapuas,ID,1659222849,-3.0091,114.3876,100,98,73.51,1.7
114,Auki,SB,1659222849,-8.7676,160.7034,63,64,84.4,3.76
115,Changji,CN,1659222850,44.0167,87.3167,0,47,77.79,4.47
116,Orsha,BY,1659222850,54.5153,30.4053,87,76,54.48,6.26
117,Bengkulu,ID,1659222850,-3.8004,102.2655,99,86,76.17,3.78
118,Windhoek,NA,1659222851,-22.5594,17.0832,45,30,47.1,3.42
119,Coquimbo,CL,1659222851,-29.9533,-71.3436,75,87,55.13,5.75
120,Lebu,CL,1659222852,-37.6167,-73.65,95,87,48.42,7.56
121,Nyurba,RU,1659222852,63.2842,118.3319,46,85,66.43,3.8
122,Kruisfontein,ZA,1659222852,-34.0033,24.7314,7,77,49.86,13.69
123,Lavrentiya,RU,1659222853,65.5833,-171.0,99,69,48.33,4.47
124,Vestmannaeyjar,IS,1659222853,63.4427,-20.2734,62,76,50.63,15.77
125,Deputatsky,RU,1659222854,69.3,139.9,94,72,58.89,3.69
126,Hermosillo,MX,1659222686,29.0667,-110.9667,40,43,94.91,1.99
127,Jardim,BR,1659222602,-21.4803,-56.1381,0,45,66.69,1.83
128,Chokurdakh,RU,1659222854,70.6333,147.9167,11,56,61.54,2.84
129,Tabou,CI,1659222855,4.423,-7.3528,42,80,74.86,7.36
130,Neiafu,TO,1659222855,-18.65,-173.9833,20,74,83.08,12.66
131,Gogrial,SS,1659222855,8.5332,28.1004,99,88,72.1,5.19
132,Belyy Yar,RU,1659222856,53.6039,91.3903,0,94,60.85,4.47
133,Buraidah,SA,1659222856,26.326,43.975,98,38,89.69,8.25
134,Mandera,KE,1659222857,3.9366,41.867,58,59,77.58,18.75
135,Bose,IT,1659222857,45.4612,8.0137,13,64,71.83,5.75
136,Shimoda,JP,1659222858,34.6667,138.95,3,77,89.1,12.3
137,Saýat,TM,1659222858,38.7839,63.8803,0,26,80.62,9.62
138,Christchurch,NZ,1659222727,-43.5333,172.6333,100,73,44.91,16.11
139,Russell,US,1659222859,32.3502,-85.1999,0,62,90.68,0.0
140,Bud,US,1659222859,39.447,-86.1758,53,60,82.38,5.97
141,Narsaq,GL,1659222860,60.9167,-46.05,11,88,55.62,5.99
142,Pisco,PE,1659222860,-13.7,-76.2167,0,72,64.45,10.36
143,Kavaratti,IN,1659222861,10.5669,72.642,94,83,81.0,19.66
144,Horta,PT,1659222861,38.5333,-28.6333,33,69,73.72,2.35
145,Kulhudhuffushi,MV,1659222862,6.6221,73.07,100,81,80.67,16.96
146,Rørvik,NO,1659222862,64.8621,11.2373,82,85,58.41,2.44
147,Nelson Bay,AU,1659222862,-32.7167,152.15,97,86,53.01,3.0
148,Celestún,MX,1659222863,20.8667,-90.4,84,72,83.03,9.26
149,Chui,UY,1659222863,-33.6971,-53.4616,8,79,49.73,3.4
150,Marzuq,YE,1659222864,14.4,46.4667,59,70,75.25,10.29
151,Amazar,RU,1659222864,53.858,120.875,100,97,63.07,3.18
152,Qaanaaq,GL,1659222864,77.484,-69.3632,64,68,44.31,3.71
153,New Norfolk,AU,1659222865,-42.7826,147.0587,100,80,47.91,1.01
154,Airai,TL,1659222865,-8.9266,125.4092,68,87,59.95,3.65
155,Northam,GB,1659222865,51.0333,-4.2167,100,98,65.39,15.23
156,Calama,CL,1659222866,-22.4667,-68.9333,0,11,61.29,13.8
157,Vila Velha,BR,1659222866,-20.3297,-40.2925,75,64,71.55,9.22
158,Saldanha,ZA,1659222867,-33.0117,17.9442,12,80,42.85,9.44
159,Encruzilhada do Sul,BR,1659222867,-30.5439,-52.5219,0,88,45.81,2.35
160,Honningsvåg,NO,1659222867,70.9821,25.9704,100,82,51.55,11.5
161,Norman Wells,CA,1659222868,65.282,-126.8329,79,52,62.31,4.7
162,Lahaina,US,1659222868,20.8783,-156.6825,3,68,93.2,8.61
163,Le Pradet,FR,1659222869,43.1066,6.0172,0,58,80.64,3.44
164,Arroyo de la Encomienda,ES,1659222869,41.6096,-4.7969,0,64,70.14,16.11
165,Emba,KZ,1659222869,48.8264,58.1442,54,67,68.4,5.28
166,Pangoa,PE,1659222870,-12.1167,-73.0,63,76,73.33,1.61
167,Vallenar,CL,1659222870,-28.5708,-70.7581,32,69,58.91,2.95
168,Kiryat Gat,IL,1659222871,31.61,34.7642,50,78,79.39,2.21
169,Isangel,VU,1659222871,-19.55,169.2667,100,80,73.81,2.57
170,Dalbandin,PK,1659222871,28.8947,64.4101,90,63,82.31,6.51
171,Caçapava do Sul,BR,1659222872,-30.5122,-53.4914,0,85,44.22,1.5
172,Raudeberg,NO,1659222872,61.9875,5.1352,100,84,58.96,21.9
173,Karpogory,RU,1659222873,64.0019,44.4451,99,87,58.77,2.51
174,Iskateley,RU,1659222873,67.6803,53.1512,96,69,52.86,8.7
175,Distrikt Brokopondo,SR,1659222873,4.75,-55.1667,54,85,77.0,6.55
176,Klaksvík,FO,1659222874,62.2266,-6.589,89,85,50.92,10.18
177,Flinders,AU,1659222874,-34.5833,150.8552,90,67,55.38,6.55
178,Gijang,KR,1659222875,35.2442,129.2139,100,94,77.94,0.36
179,Mackay,AU,1659222875,-21.15,149.2,100,74,66.69,19.37
180,Eureka,US,1659222876,40.8021,-124.1637,65,77,73.2,4.0
181,Quryq,KZ,1659222876,43.2,51.65,36,64,78.53,7.4
182,Isiolo,KE,1659222877,0.3546,37.5822,26,74,65.46,8.28
183,Bonavista,CA,1659222877,48.6499,-53.1147,100,96,62.37,13.67
184,Sheridan,US,1659222877,44.8333,-106.9173,40,17,98.98,13.8
185,Saskatoon,CA,1659222686,52.1168,-106.6345,100,87,67.98,9.22
186,Kapuskasing,CA,1659222878,49.4169,-82.4331,75,53,78.89,11.5
187,Khatanga,RU,1659222630,71.9667,102.5,100,85,49.39,13.94
188,Lawton,US,1659222879,34.6087,-98.3903,0,39,96.71,10.36
189,Guerrero Negro,MX,1659222879,27.9769,-114.0611,56,52,79.48,13.91
190,Escanaba,US,1659222879,45.7453,-87.0646,0,71,80.51,10.36
191,Coyhaique,CL,1659222880,-45.5752,-72.0662,40,80,36.21,3.44
192,Santa María del Oro,MX,1659222880,25.9333,-105.3667,98,41,77.59,12.12
193,Kawalu,ID,1659222880,-7.3817,108.2082,96,96,70.81,1.68
194,Kwinana,AU,1659222881,-32.25,115.7667,100,62,47.34,4.61
195,Salalah,OM,1659222690,17.0151,54.0924,75,94,75.29,5.75
196,Esperance,AU,1659222881,-33.8667,121.9,59,82,46.71,18.23
197,Novobirilyussy,RU,1659222882,56.9514,90.6661,98,96,61.74,3.96
198,Aksarka,RU,1659222882,66.5606,67.7975,9,85,45.36,7.72
199,Jutaí,BR,1659222883,-5.1833,-68.9,100,68,80.46,1.72
200,Barra de Tecoanapa,MX,1659222883,16.5167,-98.75,87,69,84.51,6.04
201,Boguchany,RU,1659222883,58.3814,97.4531,79,96,63.82,3.29
202,Pacific Grove,US,1659222769,36.6177,-121.9166,20,83,78.55,11.5
203,Tiksi,RU,1659222884,71.6872,128.8694,52,76,48.51,3.6
204,Husavik,IS,1659222884,66.0449,-17.3389,100,92,42.4,16.2
205,Santa Isabel Rio Negro,BR,1659222678,-0.4139,-65.0192,89,96,73.67,2.71
206,Talnakh,RU,1659222885,69.4865,88.3972,81,80,47.21,16.24
207,West Lafayette,US,1659222885,40.4259,-86.9081,40,47,84.29,4.61
208,Irará,BR,1659222885,-12.05,-38.7667,5,92,69.33,11.23
209,Kitimat,CA,1659222886,54.0524,-128.6534,20,44,86.38,5.35
210,Port Macquarie,AU,1659222886,-31.4333,152.9167,89,71,54.9,6.42
211,Sisimiut,GL,1659222887,66.9395,-53.6735,100,79,47.8,3.47
212,Saint Anthony,US,1659222887,45.0205,-93.218,20,48,87.89,16.11
213,Arraial do Cabo,BR,1659222887,-22.9661,-42.0278,25,66,67.71,15.32
214,Ilulissat,GL,1659222626,69.2167,-51.1,100,76,51.82,11.5
215,Severobaykal'sk,RU,1659222888,55.65,109.3167,100,100,49.75,2.33
216,Grand Gaube,MU,1659222888,-20.0064,57.6608,33,62,71.38,8.99
217,Ust-Nera,RU,1659222889,64.5667,143.2,93,55,69.26,2.53
218,Ambon City,ID,1659222889,-3.6954,128.1814,40,94,77.14,4.61
219,Bethel,US,1659222890,41.3712,-73.414,20,50,84.29,6.91
220,Talaya,RU,1659222890,61.3833,152.75,35,58,57.42,8.39
221,Tuatapere,NZ,1659222890,-46.1333,167.6833,94,86,42.84,6.02
222,Half Moon Bay,US,1659222891,37.4636,-122.4286,75,78,79.05,16.11
223,São João da Barra,BR,1659222891,-21.6403,-41.0511,53,69,66.33,9.78
224,Havre-St-Pierre,CA,1659222892,50.2334,-63.5986,100,88,59.36,12.66
225,Mount Isa,AU,1659222892,-20.7333,139.5,82,51,62.37,0.0
226,Cartagena,CO,1659222892,10.3997,-75.5144,20,74,85.62,11.5
227,Valparaíso,CL,1659222805,-33.0393,-71.6273,75,97,55.47,5.75
228,Bodden Town,KY,1659222893,19.2833,-81.25,40,70,86.0,12.66
229,Cabo San Lucas,MX,1659222817,22.8909,-109.9124,40,51,91.06,4.61
230,Tiznit Province,MA,1659222893,29.5833,-9.5,0,19,88.03,1.21
231,Korla,CN,1659222894,41.7597,86.1469,5,41,74.25,7.43
232,Berlevåg,NO,1659222894,70.8578,29.0864,100,93,50.0,14.97
233,Mersing,MY,1659222894,2.4312,103.8405,40,94,76.91,4.61
234,Kaoma,ZM,1659222895,-14.7833,24.8,0,40,53.38,4.16
235,Abhā,SA,1659222895,18.2164,42.5053,0,77,69.62,0.0
236,Faanui,PF,1659222896,-16.4833,-151.75,1,70,79.14,22.68
237,Taltal,CL,1659222896,-25.4,-70.4833,89,82,57.0,4.43
238,Morón,AR,1659222897,-34.6534,-58.6198,42,65,60.96,5.03
239,Honiara,SB,1659222897,-9.4333,159.95,7,62,85.71,5.66
240,Touros,BR,1659222898,-5.1989,-35.4608,100,90,74.91,10.31
241,Porto-Novo,BJ,1659222898,6.4965,2.6036,76,81,76.82,9.15
242,Iaciara,BR,1659222898,-14.0958,-46.6317,6,20,76.32,2.73
243,Ust'ye,RU,1659222899,59.6304,39.736,13,93,51.57,4.54
244,Goderich,CA,1659222899,43.7501,-81.7165,6,68,74.91,8.95
245,Sitka,US,1659222899,57.0531,-135.33,100,88,60.69,3.44
246,Saint-Joseph,RE,1659222900,-21.3667,55.6167,55,80,70.11,13.82
247,Port Keats,AU,1659222668,-14.25,129.55,45,35,71.35,9.17
248,Al Bardīyah,LY,1659222900,31.7561,25.0865,0,76,77.88,16.31
249,Kolosovka,RU,1659222901,56.4678,73.611,97,81,62.11,6.38
250,Ciudad del Carmen,MX,1659222901,18.6333,-91.8333,40,70,86.04,11.5
251,Mahébourg,MU,1659222902,-20.4081,57.7,40,73,71.26,17.27
252,Ancud,CL,1659222902,-41.8697,-73.8203,99,83,43.23,2.21
253,Ostrovnoy,RU,1659222903,68.0531,39.5131,71,93,56.53,8.12
254,Kamuli,UG,1659222903,0.9472,33.1197,52,99,62.26,2.46
255,Severo-Kuril'sk,RU,1659222903,50.6789,156.125,89,86,55.26,5.37
256,Meadow Lake,US,1659222904,34.8014,-106.5436,36,46,83.84,20.6
257,Guánica,PR,1659222904,17.9716,-66.908,76,81,86.5,17.11
258,Barreirinhas,BR,1659222905,-2.7469,-42.8264,87,81,78.78,9.37
259,Belmonte,BR,1659222905,-15.8631,-38.8828,0,90,74.68,10.98
260,Kasongo-Lunda,CD,1659222906,-6.4667,16.8167,1,37,71.11,2.01
261,Shache,CN,1659222668,38.4167,77.2406,96,29,74.71,19.28
262,Mayumba,GA,1659222906,-3.432,10.6554,84,93,70.21,4.94
263,Kirakira,SB,1659222907,-10.4544,161.9205,13,69,83.77,7.47
264,Tessalit,ML,1659222907,20.1986,1.0114,69,35,87.53,14.63
265,Te Anau,NZ,1659222907,-45.4167,167.7167,67,87,36.66,1.05
266,Sioux Lookout,CA,1659222908,50.1001,-91.917,75,44,82.47,11.5
267,Frunze,UA,1659222908,48.6686,38.7544,97,55,66.6,6.51
268,Sinnamary,GF,1659222909,5.3833,-52.95,33,86,77.92,8.43
269,Maşyāf,SY,1659222909,35.0653,36.3406,0,65,71.78,6.71
270,Kumul,CN,1659222909,42.8,93.45,100,22,84.45,7.81
271,Barranca,PE,1659222910,-10.75,-77.7667,21,81,62.71,8.68
272,Santa Fe,AR,1659222626,-31.6333,-60.7,41,53,62.98,3.0
273,Nuuk,GL,1659222911,64.1835,-51.7216,75,76,48.81,11.01
274,Lexington Park,US,1659222631,38.2668,-76.4538,0,63,85.68,5.75
275,Byron Bay,AU,1659222911,-28.65,153.6167,100,65,56.71,2.13
276,Tadine,NC,1659222911,-21.55,167.8833,100,88,70.36,22.21
277,Ljungby,SE,1659222912,56.8332,13.9408,48,77,59.16,4.83
278,Mangaratiba,BR,1659222849,-22.9597,-44.0406,90,75,63.41,3.42
279,Lompoc,US,1659222867,34.6391,-120.4579,0,67,75.85,16.11
280,Paamiut,GL,1659222913,61.994,-49.6678,75,96,42.1,11.99
281,Shubarshi,KZ,1659222913,48.5872,57.1869,9,59,70.07,7.65
282,Mahon,ES,1659222913,39.8885,4.2658,0,73,75.76,4.61
283,Genhe,CN,1659222914,50.7833,121.5167,100,89,62.87,2.59
284,Bartoszyce,PL,1659222914,54.2535,20.8082,100,76,59.83,8.43
285,Kantilo,IN,1659222915,20.35,85.1833,98,83,81.46,2.98
286,Tarko-Sale,RU,1659222915,64.9225,77.785,0,69,50.14,16.02
287,Alyangula,AU,1659222916,-13.8483,136.4192,5,77,72.36,8.19
288,Raub,MY,1659222916,3.7899,101.857,100,87,73.85,0.92
289,Richards Bay,ZA,1659222917,-28.783,32.0377,58,88,61.41,3.42
290,Porto Belo,BR,1659222917,-27.1578,-48.5531,3,75,57.16,3.44
291,Wajir,KE,1659222918,1.7471,40.0573,79,62,75.72,17.78
292,Zhigansk,RU,1659222710,66.7697,123.3711,95,77,67.98,12.01
293,Alice Springs,AU,1659222891,-23.7,133.8833,100,33,54.95,6.91
294,Mauguio,FR,1659222918,43.6181,4.0074,0,33,82.29,6.91
295,Ambilobe,MG,1659222919,-13.2,49.05,0,84,65.34,4.21
296,Maragogi,BR,1659222919,-9.0122,-35.2225,100,86,76.24,9.78
297,Cuiluan,CN,1659222919,47.72,128.648,52,87,73.4,2.42
298,Mitsamiouli,KM,1659222920,-11.3847,43.2844,0,76,75.22,6.4
299,Broken Hill,AU,1659222920,-31.95,141.4333,100,45,53.64,15.12
300,Ponta Delgada,PT,1659222921,37.7333,-25.6667,20,88,70.52,5.75
301,Srednekolymsk,RU,1659222921,67.45,153.6833,5,34,68.79,14.92
302,Naze,JP,1659222922,28.3667,129.4833,100,88,81.52,26.46
303,San Quintín,MX,1659222922,30.4833,-115.95,11,62,74.05,8.48
304,Opuwo,NA,1659222923,-18.0607,13.84,3,41,57.09,6.44
305,Turtas,RU,1659222923,58.9417,69.1325,23,96,57.56,4.85
306,Severnyy,RU,1659222923,50.677,36.5532,0,77,60.84,6.71
307,Antibes,FR,1659222924,43.5624,7.1278,0,50,82.67,11.5
308,Khilok,RU,1659222924,51.3674,110.4676,82,71,60.57,3.74
309,Cayenne,GF,1659222925,4.9333,-52.3333,55,1,79.09,2.3
310,Dudinka,RU,1659222925,69.4058,86.1778,98,75,47.62,17.6
311,Slavutych,UA,1659222926,51.5196,30.7343,71,77,64.2,4.0
312,Novikovo,RU,1659222926,51.1537,37.8879,14,70,61.59,4.99
313,Warri,NG,1659222926,5.5167,5.75,100,89,74.7,4.29
314,Hedaru,TZ,1659222927,-4.5,37.9,21,86,65.17,2.84
315,Xining,CN,1659222927,36.6167,101.7667,44,84,54.91,1.52
316,Puerto Quijarro,BO,1659222928,-17.7833,-57.7667,2,45,72.95,1.57
317,High Level,CA,1659222906,58.5169,-117.136,75,94,60.91,4.61
318,Broome,US,1659222928,42.2506,-75.833,0,56,78.66,10.36
319,Palana,RU,1659222928,59.1167,159.9667,100,64,57.11,6.58
320,Ballina,AU,1659222929,-28.8667,153.5667,100,92,56.79,2.06
321,Yadrin,RU,1659222929,55.9405,46.2062,88,74,59.04,5.26
322,Waslala,NI,1659222930,13.2333,-85.3833,85,95,75.92,3.62
323,San Miguel,SV,1659222930,13.4833,-88.1833,40,55,92.8,6.91
324,Thompson,CA,1659222930,55.7435,-97.8558,75,40,68.16,10.36
325,Vila,PT,1659222931,42.0304,-8.1588,0,67,66.7,5.37
326,Bowling Green,US,1659222755,36.9903,-86.4436,0,69,79.54,6.91
327,Comodoro Rivadavia,AR,1659222931,-45.8667,-67.5,0,52,42.66,9.22
328,Adrar,MR,1659222932,20.5022,-10.0711,36,33,92.26,9.66
329,Bajil,YE,1659222932,15.0584,43.2851,85,59,88.72,2.84
330,Kavieng,PG,1659222702,-2.5744,150.7967,93,68,84.02,14.41
331,Outlook,CA,1659222933,51.5001,-107.0513,91,69,72.23,10.8
332,Bol,TD,1659222933,13.4586,14.7147,43,79,78.57,11.88
333,Clyde River,CA,1659222934,70.4692,-68.5914,100,100,37.63,11.5
334,Ugoofaaru,MV,1659222934,5.6667,73.0,100,83,78.85,19.39
335,Santa Cruz de la Sierra,BO,1659222775,-17.8,-63.1667,20,43,71.06,6.91
336,San Javier,ES,1659222934,37.8063,-0.8374,75,72,82.11,13.0
337,Panzhihua,CN,1659222935,26.5851,101.7128,100,97,67.53,1.81
338,Sūsangerd,IR,1659222935,31.5608,48.1831,92,45,97.23,9.71
339,Vila Franca do Campo,PT,1659222936,37.7167,-25.4333,21,83,70.21,4.74
340,Domoni,KM,1659222936,-12.2569,44.5319,10,82,74.32,4.99
341,Río Gallegos,AR,1659222936,-51.6226,-69.2181,20,60,41.05,19.57
342,Kalmunai,LK,1659222937,7.4167,81.8167,100,84,77.88,4.61
343,Riyadh,SA,1659222910,24.6877,46.7219,95,46,93.34,8.68
344,San Patricio,US,1659222938,28.017,-97.5169,84,41,95.72,16.98
345,Port Lincoln,AU,1659222938,-34.7333,135.8667,39,73,53.73,20.56
346,Soloneshnoye,RU,1659222938,51.6544,84.3197,48,93,57.25,4.38
347,Chimoré,BO,1659222939,-16.9833,-65.1333,5,62,69.17,1.05
348,Los Llanos de Aridane,ES,1659222939,28.6585,-17.9182,100,93,69.55,14.97
349,Novoagansk,RU,1659222939,61.9449,76.6625,100,73,61.29,13.56
350,Mossamedes,AO,1659222940,-15.1961,12.1522,63,89,61.18,4.52
351,Port Said,EG,1659222940,31.2565,32.2841,2,72,79.72,9.57
352,Sparks,US,1659222645,39.5349,-119.7527,75,14,102.13,8.05
353,Weligama,LK,1659222941,5.9667,80.4167,99,91,76.84,8.72
354,Oxford,GB,1659222733,51.7522,-1.256,100,86,68.76,11.01
355,Evensk,RU,1659222941,61.95,159.2333,100,84,51.53,15.95
356,Villanueva,HN,1659222941,15.3167,-88.0,75,65,84.04,16.11
